Modelo,Acurácia,Precisão Classe 1,Recall Classe 1,F1-score Classe 1
Regressão Logística,0.9736842105263158,0.9761904761904762,0.9534883720930233,0.9647058823529412
Árvore de Decisão,0.9473684210526315,0.9302325581395349,0.9302325581395349,0.9302325581395349
KNN,0.9473684210526315,0.9302325581395349,0.9302325581395349,0.9302325581395349
KNN k=9,0.9649122807017544,0.9534883720930233,0.9534883720930233,0.9534883720930233
